name,description,type,available_formats,source,coverage_extent,footprint,download_size,recommended_use,date_created,tags,known_issues,alternative_data,derivative_data,relationship_tag,category,download,download_link,order,wms_link,pop_link,thumb,main_image,wms_category
NCTCOG 2003 NC 1ft,"North Central Texas Council of Governments facilitated the purchase of digital aerial photography (orthos) for all 16 counties in North Central Texas. The orthos are six-inch resolution for Collin, Dallas, Denton, Ellis, Kaufman, Navarro, Rockwall, and Tarrant counties and one-foot resolution for the remaining counties. Data were collected from January to March of 2003. NCTCOG's contractors for this project were Dallas Aerial Surveys and Pixxures. Each TIFF ortho tile is 3,000' x 2,000', or 0.215 square miles.",Raster,Tiff,NCTCOG,NCTCOG Counties,NCTCOG Flight Grid,N/A Downloadable,Basemap,2003,"North Central Texas Council of Governments, NCTCOG, Dallas, Fort Worth, Tarrant, County, Regional, Orthoimagery, Aerial Imagery, Natural Color, NC, Historical",,Web Service,None,,Imagery,F,,T,,,,,
NCTCOG 2005 NC 1ft,"The North Central Texas Council of Governments has facilitated the purchase of digital aerial photography (orthos) for the following eight counties in North Central Texas: Collin, Dallas, Denton, Ellis, Kaufman, Navarro, Rockwall and Tarrant. The orthos are six-inch resolution and were collected from January to March of 2005. NCTCOG's contractor for this project is Bohannan Huston. Each TIFF ortho tile is 3,000' x 2,000', or 0.215 square miles.",Raster,,NCTCOG,NCTCOG Counties,NCTCOG Flight Grid,N/A Downloadable,Basemap,2005,"North Central Texas Council of Governments, NCTCOG, Dallas, Fort Worth, Tarrant, County, Regional, Orthoimagery, Aerial Imagery, Natural Color, NC, Historical",,Web Service,None,,Imagery,F,,T,,,,,
NHD+,"The 1:24,000 National Hydrography Dataset (NHD), jointly developed by the USGS and the Environmental Protection Agency (EPA), is a hydrologic data network designed to show all surface water features including rivers and streams, ponds and lakes, springs, canals, wetlands, and shorelines. The NHD dataset allows stream conditions to be modeled enabling the user to predict the downstream impact of a flood event. Also available is a generalized statewide hydrographic dataset which provides unique stream and river identification codes and flow information at the 1:100,000 scale. The NHD dataset can be downloaded directly from the USGS NHD website.","Vector (Point, polygon, polyline)","Shapefile, Geodatabase","USGS, EPA",Statewide coverage,"Statewide coverage of lines, points, polygons",High res: 1.2 GB,"Basemap, Research",2009,"National Hydrography Dataset, NHD, United States Geological Survey, USGS, Statewide, Texas, Water, Hydro, River, Stream, Lake, Reservoir, Plus",,TxDOT and TWDB hydrography,,,Hydrography,F,,T,,,,,
NHD+ - Texas NHD River Streams,"Generalized statewide hydrographic dataset which provides unique stream and river identification codes and flow information at the 1:100,000 scale. Primarily for cartographic representation. The 1:24,000 National Hydrography Dataset (NHD), jointly developed by the USGS and the Environmental Protection Agency (EPA), is a hydrologic data network designed to show all surface water features including rivers and streams, ponds and lakes, springs, canals, wetlands, and shorelines. The NHD dataset allows stream conditions to be modeled enabling the user to predict the downstream impact of a flood event. Also available is a generalized statewide hydrographic dataset which provides unique stream and river identification codes and flow information at the 1:100,000 scale. The NHD dataset can be downloaded directly from the USGS NHD website.","Vector (Point, polygon, polyline)","Shapefile, Geodatabase","USGS, EPA, TNRIS",Statewide coverage,"Statewide coverage of lines, points, polygons",1.5 GB,"Basemap, research",2009-2014,"National Hydrography Dataset, NHD, United States Geological Survey, USGS, Statewide, Texas, Water, Hydro, River, Stream, Plus",,TxDOT and TWDB hydrography,,,Hydrography,T,http://tg-twdb-gemss.s3.amazonaws.com/d/hydro/riversandstreams_fgdb.zip,F,,,,,
NLCD 1992,"The Texas-Southwest portion of the NLCD was created as part of a project area encompassing portions of Federal Region VI, including the states of New Mexico, Texas, Oklahoma, Louisiana, and Arkansas. The NLCD classification contains 21 different land cover categories with a spatial resolution of 30 meters. The NLCD was produced as a cooperative effort between the U.S. Geological Survey (USGS) and the U.S. Environmental Protection Agency (US EPA) to produce a consistent, land cover data layer for the conterminous U.S. using early 1990s Landsat thematic mapper (TM) data purchased by the Multi-resolution Land Characterization (MRLC) Consortium. The MRLC Consortium is a partnership of federal agencies that produce or use land cover data. The main objective of this project was to generate a generalized and nationally consistent land cover data layer for the entire conterminous United States. These data can be used as a layer in a geographic information system (GIS) for any number of purposes such assessing wildlife habitat, water quality and pesticide runoff, land use change, etc.",Raster/Imagery,Geo-TIFF,"USGS (National Mapping, Biological Resources, and Water Resources Divisions), US EPA, the U.S. Forest Service, and the National Oceanic and Atmospheric Administration.",Statewide coverage,Statewide coverage images,1.33 GB,"Basemap, Research",1992,"National Land Cover Dataset, NLCD, Texas, Statewide, Land Classification, Anderson, Change Detection, Landsat",,,,,Natural Regions,T,http://tg-twdb-gemss.s3.amazonaws.com/d/nlcd/nlcd92_texas.zip,F,,,,,
NLCD 2002,"NLCD 2001 improves upon NLCD 1992 in three important ways. Whereas NLCD 1992 was simply a land-cover data set, NLCD 2001 is a land-cover database comprised of three elements: land cover, impervious surface and canopy density. Second, NLCD 2001 used improved classification algorithms which have resulted in data with more precise rendering of spatial boundaries between the 16 classes (an additional nine classes are available in coastal areas and another four classes in Alaska only). Third, NLCD 2001 also includes Alaska, Hawaii, and Puerto Rico. NLCD 1992 was restricted to the conterminous United States.",Raster/Imagery,IMG,"USGS (National Mapping, Biological Resources, and Water Resources Divisions), US EPA, the U.S. Forest Service, and the National Oceanic and Atmospheric Administration.",Statewide coverage,Statewide coverage images,1.98 GB,"Basemap, Research",2001,"National Land Cover Dataset, NLCD, Texas, Statewide, Land Classification, Anderson, Change Detection, Landsat",,,,,Natural Regions,T,http://tg-twdb-gemss.s3.amazonaws.com/d/nlcd/nlcd01_texas.zip,F,,,,,
NOAA,"The Coastal Texas project area is comprised of approximately 458 square miles. A total of 219 multispectral orthos were created to cover this area. Aerial imagery was collected in panchromatic, Red, Green, Blue and Near Infrared which yielded a natural color and false color infrared version of the completed digital orthophotography. Imagery was collected at an approximate altitude of 21000 feet above ground level. These data have been created as a result of the need for having geospatial data immediately available and easily accessible in order to enhance the capability of the NOAA Coastal Services Center (CSC) and the USGS. The bounding coordinates provided within the Spatial Domain section represent a rectangle covering the total area in which the project is located. The actual project boundary located within this area is comprised of areas delimited by areas along the coast of the state of Texas. The Coastal Texas project area is comprised of approximately 458 square miles. A total of 219 multispectral orthos were created to cover this area. Aerial imagery was collected in panchromatic, Red, Green, Blue and Near Infrared which yielded a natural color and false color infrared version of the completed digital orthophotography. Imagery was collected at an approximate altitude of 21000 feet above ground level. An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.",Raster/Imagery,JP2,NOAA,Texas Coast (458 square miles),DOQQ,1.03 GB,"Basemap, Research",2007,"National Oceanic and Atmospheric Administration, NOAA, Texas, Coast, Regional, Imagery, Aerial, Orthoimagery, Natural Color, NC, Color Infrared, CIR, Historical",,"NAIP, TOP",Mosaics,,Imagery,F,,T,,,,,
NWI 024k,"This data set represents the extent, approximate location and type of wetlands and deep-water habitats in the United States and its Territories. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include sea grasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of ""farmed wetlands"" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition. Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps.",Raster/Imagery,TIFF,U.S. Fish and Wildlife Service,Statewide coverage,"DOQ, Statewide coverage, various polygons, scanned sheets",81.1 GB,"Basemap, Research",1979-2014,"National Wetlands Inventory, NWI, United States Fish and Wildlife, USFWS, Texas, Species, Habitat, Ecological, Aquatic, Deepwater, Coast",,NHD,,,Hydrography,T,,F,,,,,
NWI 062k,"This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the United States and its Territories. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include seagrasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of ""farmed wetlands"" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition. Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps.",Raster/Imagery,TIFF,U.S. Fish and Wildlife Service,Statewide coverage,"DOQ, Statewide coverage, various polygons, scanned sheets",336 MB,"Basemap, Research",1979-2015,"National Wetlands Inventory, NWI, United States Fish and Wildlife, USFWS, Texas, Species, Habitat, Ecological, Aquatic, Deepwater, Coast",,NHD,,,Hydrography,T,,F,,,,,
NWI 100K,"This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the United States and its Territories. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include seagrasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of ""farmed wetlands"" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition. Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps.",Raster/Imagery,TIFF,U.S. Fish and Wildlife Service,Statewide coverage,"DOQ, Statewide coverage, various polygons, scanned sheets",1.47 GB,"Basemap, Research",1979-2015,"National Wetlands Inventory, NWI, United States Fish and Wildlife, USFWS, Texas, Species, Habitat, Ecological, Aquatic, Deepwater, Coast",,NHD,,,Hydrography,T,,F,,,,,
NWI Vector,"This data set represents the extent, status, and approximate location of current and historic NWI wetland mapping projects. The present goal of the Service is to provide the citizens of the United States and its Trust Territories with current geospatially referenced information on the status and extent of wetland mapping. The footprint maps were produced as topical overlays using U.S. Geological Survey topographic maps and Service project areas as the base. Comments regarding the interpretation or classification of wetlands or deep water habitats can be directed to the U.S. Fish and Wildlife Service, Division of Federal Program Activities, Branch of Habitat Assessment. These spatial data are not designed to stand alone. They form topical overlays to the U.S. Geological Survey 1:24,000 or 1:25,000 scale topographic quadrangles. Any use of trade, product, or firm names is for descriptive purposes only and does not imply endorsement by the U.S. Government.",Vector,"Shapefiles, PGDB",U.S. Fish and Wildlife Service,Statewide coverage,"DOQ, Statewide coverage, various polygons",3.87 GB,"Basemap, Research",2010,"National Wetlands Inventory, NWI, United States Fish and Wildlife, USFWS, Texas, Species, Habitat, Ecological, Aquatic, Deepwater, Coast",,NHD,,,Hydrography,F,,T,,,,,
OTLS ver. 2014,"An interpretation of the Original Texas Land Surveys boundaries and bay tracts. The dataset was derived from the Texas General Land Office (GLO) county maps, the GLO Abstract of Original Land Titles: Volumes and Supplements, and the GLO maps of State-Owned Submerged Lands of the Texas Gulf Coast (bay tracts). The GLO county maps, showing the boundaries of the original land grants of the State of Texas, were compiled and drawn by GLO draftsmen. This dataset is a digital interpretation of the geographic placement of the original land grants and bay area tracts depicted on these GLO maps and is not a legal survey product.",Vector,Shapefile,TxRRC,Texas,County,1 MB,Research,2014,"Original Texas Land Survey, OTLS, Plat, Section, Township, Public, Railroad Commission, RRC, Texas, Statewide",Dataset often confused with parcels,None,None,,Boundary,T,http://tg-twdb-gemss.s3.amazonaws.com/d/otls/otls.zip,F,,,,,
PLSS Section,"The Public Land Survey System (PLSS) is a way of subdividing and describing land in the United States. All lands in the public domain are subject to subdivision by this rectangular system of surveys, which is regulated by the U.S. Department of the Interior, Bureau of Land Management (BLM). The PLSS typically divides land into 6-mile-square townships, which is the level of information included in the National Atlas. Townships are subdivided into 36 one-mile- square sections. Sections can be further subdivided into quarter sections, quarter-quarter sections, or irregular government lots. Normally, a permanent monument, or marker, is placed at each section corner. Monuments are also placed at quarter-section corners and at other important points, such as the corners of government lots. Today permanent monuments are usually inscribed tablets set on iron rods or in concrete. The original PLSS surveys were often marked by wooden stakes or posts, marked trees, pits, or piles of rock, or other less-permanent markers.",Vector,Shapefile,USDA,"Counties bordering New Mexico, Oklahoma, Arkansas, Louisiana",County,1MB,Research,2012,"Public Land Survey System, PLSS, National, Section, United States, New Mexico, Oklahoma, Arkansas, Louisiana",Limited area for Texas,None,None,,Boundary,T,,F,,,,,
PLSS Township,"The Public Land Survey System (PLSS) is a way of subdividing and describing land in the United States. All lands in the public domain are subject to subdivision by this rectangular system of surveys, which is regulated by the U.S. Department of the Interior, Bureau of Land Management (BLM). The PLSS typically divides land into 6-mile-square townships, which is the level of information included in the National Atlas. Townships are subdivided into 36 one-mile- square sections. Sections can be further subdivided into quarter sections, quarter-quarter sections, or irregular government lots. Normally, a permanent monument, or marker, is placed at each section corner. Monuments are also placed at quarter-section corners and at other important points, such as the corners of government lots. Today permanent monuments are usually inscribed tablets set on iron rods or in concrete. The original PLSS surveys were often marked by wooden stakes or posts, marked trees, pits, or piles of rock, or other less-permanent markers.",Vector,Shapefile,USDA,"Counties bordering New Mexico, Oklahoma, Arkansas, Louisiana",County,1MB,Research,2012,"Public Land Survey System, PLSS, National, Township, United States, New Mexico, Oklahoma, Arkansas, Louisiana",Limited area for Texas,None,None,,Boundary,T,,F,,,,,
Precipitation,"Display and/or analyses requiring spatially distributed monthly or annual precipitation for the climatological period 1961-90. Vector and polygon coverages of average monthly and annual precipitation for the climatological period 1961-90. Parameter-elevation Regressions on Independent Slopes Model (PRISM) derived raster data is the underlying data set from which the polygons and vectors were created. PRISM is an analytical model that uses point data and a digital elevation model (DEM) to generate gridded estimates of annual, monthly and event-based climatic parameters. Detailed descriptions of the PRISM raster data can be found with the accompanying raster data sets.",Vector,Shapefile,NOAA,Texas,Statewide,10.05 MB,Basemap,,"National Oceanic and Atmospheric Administration, NOAA, Texas, Statewide, Precipitation, Rainfall, Weather",Age,None,None,,Weather,T,,F,,,,,
Railroads ver. 2013,"The data is maintained to enable the visualization of railroad inventory attributes, update railroad crossing data, and serve as a base layer for TxDOT's cartographic products. TXDOT's GIS line work for Active, Inactive, and Pulled railroads. The data was created for analysis and general mapping. The data was not created for networking.",Vector,Shapefile,TxDOT,Texas,Statewide,,Basemap,2013,"Texas Department of Transportation, TxDOT, Railroad, Statewide",,None,None,,Transportation,T,http://tg-twdb-gemss.s3.amazonaws.com/d/transportation/tx_railways.zip,F,,,,,
Reservoirs,"This dataset was built to improve upon a retired reservoir dataset (1997) by incorporating the USGS 1:24K and TWDB surveyed lake data into one statewide reservoir coverage. Reservoir footprints that were not available in the 1:24,000 NHD dataset or the hydrologic surveyed lake data were copied from the older, 1997 dataset.  These include:  Buffalo Lake; Addicks Reservoir; Barker Reservoir; Wallisville Lake; Lake Muenster and Lake Dunlap.  Some of these lakes and/or reservoirs are used mainly for flood control. There are 2 missing 'reservoirs' that are used for flood control located in Hale County: 1) Lower Running Water Draw WS SCS Site 2 Dam; 2) Lower Running Water Draw WS SCS Site 3 Dam.  NOTE:  There are no footprints for these 2 flood control reservoirs. Footprint of J.D Murphree Wildlife Impoundment was acquired from the Texas Parks and Wildlife Department.  Main polygon was edited by adding the 'intracoastal waterway' to the shapefile. The definition of ""EXISTING"" means 'built and in operation'. Existing reservoirs are reservoirs that contain 5,000 acre-feet or more.",Vector,Shapefile,,Texas,Statewide,N/A Downloadable,Basemap,,"Texas Water Development Board, TWDB, United States Geological Survey, USGS, Texas, Statewide, Lake, Reservoir, Water, Hydro",Age,None,None,,Hydrography,F,,F,,,,,
Soils,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties. SSURGO depicts information about the kinds and distribution of soils on the landscape. The soil map and data used in the SSURGO product were prepared by soil scientists as part of the National Cooperative Soil Survey.",Vector,Shapefile,NRCS,Texas,County,N/A Downloadable,Basemap,,"Soil, SSURGO, Survey, Geographic, Database, Agriculture, USDA, United States Department of Agriculture, NRCS, Natural Resources Conservation Service",,None,None,,Natural Regions,F,,F,,,,,
SPOT,"The SPOT (Satellites Pour l'Observation de la Terre or Earth-observing Satellites) remote-sensing programme was set up in 1978 by France in partnership with Belgium and Sweden. The SPOT satellites constellation offers acquisition and revisit capacity allowing to acquire imagery from anywhere in the world, every day. Each SPOT payload comprises two identical high resolution optical imaging instruments, which can operate simultaneously or individually in either panchromatic (P mode: a single wide band in the visible part of the spectrum) or multispectral mode (XS mode: the green, red, and infrared bands of the electromagnetic spectrum). The orientation of each instrument's strip-selection mirror can be remotely steered by the ground stations, offering an oblique viewing capability up to angles of +/- 27 degrees from the satellite's vertical axis. In this way, the temporal resolution is shortened from 26 to 4-5 days for the temperate zones. On SPOT 5 , the HRS (High-Resolution Stereoscopic) imaging instrument also allows simultaneous acquisition of stereo pairs.",Raster,Tiff,,Texas +overlap,"7.5"" Quad",,Basemap,,"Satellite, Observation, Earth, Imagery, Statewide, Texas, Historical",Age,None,None,,Satellite Imagery,T,,F,,,,,
SRTM v1,The Shuttle Radar Topography Mission (SRTM) obtained elevation data on a near-global scale to generate the most complete high-resolution digital topographic database of Earth. SRTM consisted of a specially modified radar system that flew onboard the Space Shuttle Endeavour during an 11-day mission in February of 2000.,Raster,DEM,JPL,Texas +overlap,USGS 1 Degree Block,2MB - 18 MB,Basemap,2005,"Shuttle Radar Topography Mission, SRTM, Satellite, Elevation, Historical, Texas, Statewide","90M, Version 1, spikes and wells (single pixel errors)",None,Smaller Area,,Elevation,T,,F,,,,,
SRTM v2.1,"The Shuttle Radar Topography Mission (SRTM) obtained elevation data on a near-global scale to generate the most complete high-resolution digital topographic database of Earth. SRTM consisted of a specially modified radar system that flew onboard the Space Shuttle Endeavour during an 11-day mission in February of 2000. NASA has released version 2 of the Shuttle Radar Topography Mission digital topographic data (also known as the ""finished"" version). Version 2 is the result of a substantial editing effort by the National Geospatial Intelligence Agency and exhibits well-defined water bodies and coastlines and the absence of spikes and wells (single pixel errors), although some areas of missing data ('voids') are still present",Raster,DEM,JPL,Texas +overlap,USGS 1 Degree Block,2 MB - 18 MB,Basemap,2007,"Shuttle Radar Topography Mission, SRTM, Satellite, Elevation, Historical, Texas, Statewide","90M. Age,",None,Smaller Area,,Elevation,T,,F,,,,,
StratMap Boundaries,"The StratMap political boundary dataset contains political jurisdictions, state boundaries, county boundaries, city boundaries, federal parks, state parks, and landmark boundaries (airports, universities, wildlife refuges, and military bases). StratMap Boundaries are useful in right-of-way determination, highway planning and maintenance, real estate, public services, jurisdiction maintenance, and numerous administrative assignments. Each of the boundary datasets are derived from various sources such as the Texas Department of Transportation, Texas Parks and Wildlife, and local jurisdictions to create the most comprehensive datasets available.","Point, Polygon",Shapefile,"Federal (US Census), State (TxDOT, TPWD), Regional (COGs), Local (County, Municipalities)",Statewide coverage - Actual boundaries of polygons,"County, City, Park, Cultural boundaries",All boundaries - 14.3 MB (zipped),"Basemap, cartographic representation, planning, etc.",Last update was April 2012,"Political jurisdictions, City, County, Park, Landmark, Boundaries, City Limits, County seats,","Not actual legal representations of boundaries, Multi-sourced, update frequency","TxDOT county and city boundaries, TWPD State Parks, GNIS",,,Boundary,T,http://tg-twdb-gemss.s3.amazonaws.com/d/stratmap_bnd/stratmap_boundaries.zip,F,,,,,
StratMap Hypso,"Hypsography (elevation contours) Digital Line Graph (DLG-3) data are currently derived by digitizing map features as line graph elements from the cartographic source materials.  The scale of the source materials is 1:24,000.",Vector,"Shapefile, GDB",TNRIS,Texas,"State, 7.5"" Quad",3 MB per quad,Basemap,1997,"Contour lines, Hypsography, Elevation, Topography, Interval, Historical, Isolines.","Mismatched edges, Age, Quality",None,None,,Elevation,T,http://tg-twdb-gemss.s3.amazonaws.com/d/stratmap_hypso/stratmap_hypso_fgdb.zip,F,,,,,
StratMap Transportation,"The StratMap transportation layer is an updated, digital version of the transportation features found on the 7.5 minute, 1:24,000 scale USGS quadrangle maps. Where available, digital ortho-photography and GPS data are used to improve positional accuracy. Transportation features encompass all public roads in Texas, including city streets, state and federal highways, interstates, and selected private roads. The transportation layer is designed to be a universal transportation layer that can be integrated into a GIS application or project. The StratMap statewide transportation dataset is a publicly available digital data layer which serves as a cartographic product for seamless Basemap production.",Line,"Shapefile, FGDB",TNRIS-StratMap (TeleAtlas),"Statewide coverage, County","Statewide coverage, County","Shapefiles for counties vary, Statewide FGDB is 369 MB","Basemap, cartographic representation, planning, etc.",2006,"Roads, Streets, Roadways, Centerlines","Old data/Vintage/Out of date, No address ranges","TxDOT Roadways, Census TIGER, Open Source","Road categories (Major roads, county roads, local, etc.)",,Transportation,T,http://tg-twdb-gemss.s3.amazonaws.com/d/transportation/stratmap_trans_v2_fgdb.zip,F,,,,,
Taylor County BW 2002,"Digital orthophoto images that are produced by Sanborn Map Company of San Antonio, TX for the City of Abilene, Taylor County, Taylor County Central Appraisal District and Taylor County 911 Office.  The images were developed at an original pixel resolution of 2 foot by 2 foot in Texas State Plane Coordinate System, Zone 4202, NAD83 but were resampled to 1 meter resolution and re-projected to UTM Zone 14, NAD83.",Raster,Tiff,Taylor County,Taylor County,Taylor County Flight Grid,N/A Downloadable,Basemap,2002,"Taylor, Abilene,  Orthoimagery, Imagery, Aerial Photography, BW, Black, White","Age, Black and White, Overlap",Web Service,None,,Imagery,F,,T,,,,,
Texas Forest Service-East Texas,"The 1-meter orthoimagery were acquired in February 2008 during leaf-off conditions. The dataset covers these counties: Angelina, Hardin, Jasper, the northern half of Jefferson, Liberty, Nacogdoches, Newton, Orange, Polk, Sabine, San Augustine, San Jacinto, Shelby, and Tyler. Area covered is approximately 12,825 square miles.",Raster,"GeoTiff, JPEG 2000",TNRIS,13 Counties in East Texas,"3.75"" Quarter Quad",8 MB,Basemap,2008,"Imagery, Natural Color, NC,  Infrared, CIR, Aerial, Historical, Orthoimagery, Angelina, Hardin, Jasper, the northern half of Jefferson, Liberty, Nacogdoches, Newton, Orange, Polk, Sabine, San Augustine, San Jacinto, Shelby, Tyler.",,Web Service,None,,Imagery,T,,F,r.tnris.org/arcgis/services/TFS/Texas_Forest_Service_2008_CIR/ImageServer/WMSServer,r.tnris.org/arcgis/rest/services/TFS/Texas_Forest_Service_2008_CIR/ImageServer?f=jsapi,,,
Texas Gazetteer,"The Texas Gazetteer, developed by the TNRIS in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling Texas Gazetteer data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.",Vector,Shapefile,"TNRIS, BGN",Statewide coverage,Point,13.9 MB,"Basemap, Research",1974-present,"Toponomy, Place, Names, Nombres, Toponymic, Annotation, Label",,GNIS,,,Cultural,T,,F,,,,,
TIGER 2006,"The 2006 Second Edition TIGER/Line files are an extract of selected geographic and cartographic information from the Census TIGER database.  The geographic coverage for a single TIGER/Line file is a county or statistical equivalent entity, with the coverage area based on the latest available governmental unit boundaries.  The Census TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each county-based TIGER/Line file is designed to stand alone as an independent data set or the files can be combined to cover the whole Nation.  The 2006 Second Edition TIGER/Line files consist of line segments representing physical features and governmental and statistical boundaries.  The files contain information distributed over a series of record types for the spatial objects of a county There are 19 record types, including the basic data record, the shape coordinate points, and geographic codes that can be used with appropriate software to prepare maps.  Other geographic information contained in the files includes attributes such as feature identifiers/census feature class codes (CFCC) used to differentiate feature types, address ranges and ZIP Codes, codes for legal and statistical entities, latitude/longitude coordinates of linear and point features, landmark point features, area landmarks, and area boundaries.",Vector,Shapefile,USCB,Texas,Statewide,,Basemap,2006,"Transportation, Census, Centerlines, Landmark, Boundary, Cultural, Historical",,None,None,,Cultural,F,,T,,,,,
TNRIS 2009 1m,"Provide high density lidar elevation data map to establish an authoritative source for elevation information for the state of Texas. This lidar operation was designed to provide a high density set of mass points within the defined areas. The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts. Typical uses for the data set include: FEMA Flood Plain Map Modernization. DFIRM map updates. Watersheds and other hydro studies per FEMA specifications. County Mapping projects which include several uses, in addition to Flood mitigation assessment. Mapping projects that include accuracy verification, reporting and metadata.",Raster,LAS,TNRIS,"Zapata, McMullen, Goliad, Dallas, Tarrant, Rockwall, Denton, Collin, Ellis",DOQQ,N/A Downloadable,"Basemap, Research, Analysis",2009,"Zapata, McMullen, Goliad, Dallas, Tarrant, Rockwall, Denton, Collin, Ellis, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TNRIS 2009 50cm,"The project area is 322 tiles covering approximately 1285 square miles in the Ft. Worth region of Texas.  The original project AOI was defined by new quarter-quarter-quadrangle, NQQQ, tiles.  The outside tiles were buffered by 300m on all sides and the interior tiles were buffered by 50m on all sides.  The project design of the lidar data acquisition was developed to support a nominal post spacing of 1.0 meter.  The Fugro EarthData, Inc. acquisition acquired 101 flights lines in 13 lifts from March 15, 2009 through March 29, 2009.  Lidar data collection was performed with a Piper Navajo aircraft, utilizing a Leica ALS50-II MPiA sensor, collecting multiple return x, y, and z data as well as intensity data. Lidar data was processed to achieve a bare ground surface.  Lidar data is remotely sensed high-resolution elevation data collected by an airborne collection platform. Using a combination of laser range finding, GPS positioning and inertial measurement technologies, lidar instruments are able to make highly detailed Digital Elevation Models (DEMs) of the earths terrain, man-made structures and vegetation. The purpose of this project is to collect and deliver topographic elevation point data derived from multiple return light detection and ranging (lidar) measurements for Ft. Worth Region in Texas. The elevation data will be used as base data for Texas flood plain mapping.",Raster,LAS,TNRIS,Tarrant,DOQQ,N/A Downloadable,"Basemap, Research, Analysis",2009,"Tarrant, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
TNRIS 2010 1m,"Provide high density lidar elevation data map to establish an authoritative source for elevation information for the state of Texas. This lidar operation was designed to provide a high density set of mass points within the defined areas. The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts. Typical uses for the data set include: FEMA Flood Plain Map Modernization. DFIRM map updates. Watersheds and other hydro studies per FEMA specifications. County Mapping projects which include several uses, in addition to Flood mitigation assessment. Mapping projects that include accuracy verification, reporting and metadata.",Raster,LAS,TNRIS,"Leon, Madison, Milam, Lee",DOQQQ,N/A Downloadable,"Basemap, Research, Analysis",2010,"Leon, Madison, Milam, Lee, Lidar, Point Cloud,  LAS, Elevation, County, Historical",,"DEM, Breaklines",,,lidar,F,,T,,,,,
